"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
13317,"< $25,000",570,390,100,80,150
13317,"$25,000 - $49,999",480,230,150,90,130
13317,"$50,000 - $74,999",270,100,150,40,70
13317,"$75,000 -  $99,999",160,40,120,** ,60
13317,"$100,000 - $199,999",190,** ,160,** ,70
13317,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13318,total,610,280,240,90,160
13318,"< $25,000",190,130,30,30,40
13318,"$25,000 - $49,999",200,100,50,60,50
13318,"$50,000 - $74,999",80,50,40,** ,40
13318,"$75,000 -  $99,999",60,** ,50,** ,** 
13318,"$100,000 - $199,999",80,** ,70,** ,30
13318,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13319,total,450,240,120,60,110
13319,"< $25,000",180,120,20,30,60
13319,"$25,000 - $49,999",120,70,20,30,** 
13319,"$50,000 - $74,999",80,50,30,** ,30
13319,"$75,000 -  $99,999",30,** ,20,** ,20
13319,"$100,000 - $199,999",40,** ,30,** ,** 
13319,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13320,total,940,450,400,80,300
13320,"< $25,000",330,230,60,30,100
13320,"$25,000 - $49,999",260,130,90,50,60
13320,"$50,000 - $74,999",160,60,90,** ,60
13320,"$75,000 -  $99,999",80,30,70,** ,30
13320,"$100,000 - $199,999",110,** ,90,** ,50
13320,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13322,total,520,250,220,50,160
13322,"< $25,000",160,120,20,20,50
13322,"$25,000 - $49,999",140,80,40,30,30
13322,"$50,000 - $74,999",80,50,40,** ,30
13322,"$75,000 -  $99,999",50,** ,40,** ,20
13322,"$100,000 - $199,999",90,** ,80,0,30
13322,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13323,total,"4,860","2,480","1,950",340,"1,820"
13323,"< $25,000",1440,1140,180,90,480
13323,"$25,000 - $49,999",1030,650,230,120,350
13323,"$50,000 - $74,999",730,380,260,70,290
13323,"$75,000 -  $99,999",560,160,360,30,230
13323,"$100,000 - $199,999",840,130,690,30,380
13323,"$200,000+",260,20,230,** ,90
,,,,,,
13324,total,910,420,380,100,260
13324,"< $25,000",300,210,60,30,80
13324,"$25,000 - $49,999",260,120,80,50,60
13324,"$50,000 - $74,999",160,50,100,20,50
13324,"$75,000 -  $99,999",90,40,60,** ,30
13324,"$100,000 - $199,999",100,** ,80,** ,40
13324,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13325,total,420,190,190,40,110
13325,"< $25,000",160,90,50,20,40
13325,"$25,000 - $49,999",110,60,40,20,40
13325,"$50,000 - $74,999",70,40,40,** ,** 
13325,"$75,000 -  $99,999",40,** ,30,** ,30
13325,"$100,000 - $199,999",40,** ,30,0,** 
13325,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13326,total,"2,530","1,330",990,180,980
13326,"< $25,000",790,630,100,50,250
13326,"$25,000 - $49,999",540,320,140,70,190
13326,"$50,000 - $74,999",350,170,140,40,130
13326,"$75,000 -  $99,999",250,90,150,** ,130
13326,"$100,000 - $199,999",350,80,260,20,170
13326,"$200,000+",250,40,200,** ,110
,,,,,,
13327,total,980,410,490,60,270
13327,"< $25,000",320,220,80,40,100
13327,"$25,000 - $49,999",270,140,110,** ,80
13327,"$50,000 - $74,999",200,50,120,20,40
13327,"$75,000 -  $99,999",100,** ,100,** ,30
13327,"$100,000 - $199,999",90,** ,80,** ,20
13327,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13328,total,540,260,240,40,150
13328,"< $25,000",170,130,30,** ,50
13328,"$25,000 - $49,999",140,80,40,40,30
13328,"$50,000 - $74,999",90,30,50,** ,40
13328,"$75,000 -  $99,999",50,20,40,** ,** 
13328,"$100,000 - $199,999",90,** ,80,0,30
13328,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13329,total,"1,610",710,640,250,460
13329,"< $25,000",610,390,100,110,160
13329,"$25,000 - $49,999",450,200,140,100,110
13329,"$50,000 - $74,999",270,90,160,40,90
13329,"$75,000 -  $99,999",150,30,120,** ,50
13329,"$100,000 - $199,999",130,** ,120,** ,50
13329,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13331,total,130,70,60,0,70
13331,"< $25,000",40,40,** ,0,30
13331,"$25,000 - $49,999",30,30,** ,0,** 
13331,"$50,000 - $74,999",30,** ,40,0,20
13331,"$75,000 -  $99,999",** ,** ,** ,0,** 
13331,"$100,000 - $199,999",30,** ,20,0,20
13331,"$200,000+",** ,** ,** ,0,** 
,,,,,,
13332,total,"1,140",530,450,150,290
13332,"< $25,000",420,260,80,70,90
13332,"$25,000 - $49,999",320,180,90,50,70
13332,"$50,000 - $74,999",180,60,100,30,50
13332,"$75,000 -  $99,999",110,30,90,** ,40
13332,"$100,000 - $199,999",110,** ,90,** ,40
13332,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13334,total,550,230,250,60,180
13334,"< $25,000",190,120,50,20,60
13334,"$25,000 - $49,999",170,70,60,40,50
13334,"$50,000 - $74,999",70,40,40,** ,40
13334,"$75,000 -  $99,999",50,** ,40,** ,** 
13334,"$100,000 - $199,999",70,** ,60,** ,30
13334,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13335,total,730,340,320,60,200
13335,"< $25,000",290,200,60,30,70
13335,"$25,000 - $49,999",180,90,60,30,40
13335,"$50,000 - $74,999",110,30,70,** ,40
13335,"$75,000 -  $99,999",70,20,60,** ,20
13335,"$100,000 - $199,999",80,** ,70,** ,30
13335,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13337,total,400,200,170,30,160
13337,"< $25,000",130,110,** ,** ,40
13337,"$25,000 - $49,999",90,50,40,30,30
13337,"$50,000 - $74,999",50,40,20,** ,30
13337,"$75,000 -  $99,999",40,** ,30,** ,20
13337,"$100,000 - $199,999",60,** ,50,** ,40
13337,"$200,000+",30,** ,30,** ,** 
,,,,,,
13338,total,610,310,240,50,230
13338,"< $25,000",210,140,50,** ,90
13338,"$25,000 - $49,999",180,110,50,50,60
13338,"$50,000 - $74,999",100,60,40,** ,30
13338,"$75,000 -  $99,999",60,** ,40,** ,20
13338,"$100,000 - $199,999",60,** ,60,** ,30
13338,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13339,total,"2,620","1,180","1,020",360,640
13339,"< $25,000",1050,660,210,160,250
13339,"$25,000 - $49,999",770,380,230,140,150
13339,"$50,000 - $74,999",390,90,240,60,110
13339,"$75,000 -  $99,999",180,50,140,** ,60
13339,"$100,000 - $199,999",230,** ,200,** ,70
13339,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13340,total,"3,800","1,900","1,420",440,"1,020"
13340,"< $25,000",1350,1000,170,170,330
13340,"$25,000 - $49,999",1040,570,270,180,260
13340,"$50,000 - $74,999",570,220,290,60,170
13340,"$75,000 -  $99,999",380,70,280,30,130
13340,"$100,000 - $199,999",400,40,360,** ,110
13340,"$200,000+",60,** ,50,0,20
,,,,,,
13343,total,780,330,340,90,230
13343,"< $25,000",260,170,50,40,80
13343,"$25,000 - $49,999",220,90,80,50,60
13343,"$50,000 - $74,999",130,40,70,** ,30
13343,"$75,000 -  $99,999",80,30,60,** ,20
13343,"$100,000 - $199,999",90,** ,80,0,40
13343,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13346,total,"1,920",940,790,130,680
13346,"< $25,000",520,410,60,40,140
13346,"$25,000 - $49,999",410,260,90,50,110
13346,"$50,000 - $74,999",280,130,110,40,110
13346,"$75,000 -  $99,999",210,70,120,** ,90
13346,"$100,000 - $199,999",360,70,290,** ,160
13346,"$200,000+",140,** ,120,** ,70
,,,,,,
13348,total,640,310,260,70,200
13348,"< $25,000",230,170,30,30,70
13348,"$25,000 - $49,999",170,90,50,40,50
13348,"$50,000 - $74,999",110,50,70,** ,30
13348,"$75,000 -  $99,999",50,** ,40,** ,20
13348,"$100,000 - $199,999",80,** ,70,0,30
13348,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13350,total,"3,910","2,040","1,310",510,"1,130"
13350,"< $25,000",1570,1100,190,260,380
13350,"$25,000 - $49,999",1070,610,250,190,260
13350,"$50,000 - $74,999",560,210,290,40,190
13350,"$75,000 -  $99,999",320,80,230,20,140
13350,"$100,000 - $199,999",350,40,310,** ,140
13350,"$200,000+",40,** ,40,** ,20
,,,,,,
13354,total,"1,580",700,710,140,490
13354,"< $25,000",470,340,80,40,120
13354,"$25,000 - $49,999",390,210,110,60,100
13354,"$50,000 - $74,999",270,100,140,40,100
13354,"$75,000 -  $99,999",190,50,140,** ,80
13354,"$100,000 - $199,999",240,** ,220,** ,90
13354,"$200,000+",20,** ,20,** ,** 
,,,,,,
13355,total,400,190,160,40,110
13355,"< $25,000",140,100,30,** ,50
13355,"$25,000 - $49,999",110,70,30,40,30
13355,"$50,000 - $74,999",60,20,30,** ,** 
13355,"$75,000 -  $99,999",40,** ,30,** ,30
13355,"$100,000 - $199,999",50,** ,40,0,** 
13355,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13357,total,"4,680","2,260","1,650",680,"1,210"
13357,"< $25,000",1800,1230,240,300,420
13357,"$25,000 - $49,999",1340,680,340,270,300
13357,"$50,000 - $74,999",700,240,370,80,210
13357,"$75,000 -  $99,999",390,60,310,30,130
13357,"$100,000 - $199,999",410,50,360,** ,150
13357,"$200,000+",40,** ,30,0,** 
,,,,,,
13360,total,230,130,100,0,100
13360,"< $25,000",100,70,30,0,30
13360,"$25,000 - $49,999",50,30,** ,0,40
13360,"$50,000 - $74,999",30,30,40,0,** 
13360,"$75,000 -  $99,999",20,** ,** ,0,30
13360,"$100,000 - $199,999",30,** ,30,0,** 
13360,"$200,000+",** ,** ,** ,0,** 
,,,,,,
13361,total,280,110,130,30,80
13361,"< $25,000",90,60,** ,30,30
13361,"$25,000 - $49,999",80,50,60,** ,30
13361,"$50,000 - $74,999",40,** ,20,** ,** 
13361,"$75,000 -  $99,999",40,** ,30,** ,20
13361,"$100,000 - $199,999",30,** ,20,0,** 
13361,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13363,total,"1,100",480,480,110,330
13363,"< $25,000",360,240,70,40,100
13363,"$25,000 - $49,999",290,160,80,50,80
13363,"$50,000 - $74,999",170,60,90,20,50
13363,"$75,000 -  $99,999",120,20,100,** ,50
13363,"$100,000 - $199,999",140,** ,140,** ,50
13363,"$200,000+",20,** ,** ,0,** 
,,,,,,
13365,total,"3,760","1,810","1,400",490,"1,010"
13365,"< $25,000",1440,980,210,230,370
13365,"$25,000 - $49,999",990,520,270,170,220
13365,"$50,000 - $74,999",550,200,280,60,170
13365,"$75,000 -  $99,999",360,60,280,30,120
13365,"$100,000 - $199,999",360,50,310,** ,110
13365,"$200,000+",60,** ,50,** ,20
,,,,,,
13367,total,"3,610","1,610","1,620",310,"1,050"
13367,"< $25,000",1260,870,230,140,330
13367,"$25,000 - $49,999",940,460,340,110,260
13367,"$50,000 - $74,999",580,190,340,60,190
13367,"$75,000 -  $99,999",380,50,310,** ,120
13367,"$100,000 - $199,999",380,40,340,** ,120
13367,"$200,000+",70,** ,60,** ,30
,,,,,,
13368,total,520,210,210,60,140
13368,"< $25,000",190,120,40,20,60
13368,"$25,000 - $49,999",140,60,40,40,50
13368,"$50,000 - $74,999",90,30,50,** ,** 
13368,"$75,000 -  $99,999",50,** ,40,** ,30
13368,"$100,000 - $199,999",50,** ,40,0,** 
13368,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13402,total,650,310,270,70,150
13402,"< $25,000",220,160,40,30,40
13402,"$25,000 - $49,999",220,110,70,40,70
13402,"$50,000 - $74,999",90,40,60,** ,** 
13402,"$75,000 -  $99,999",50,** ,40,** ,40
13402,"$100,000 - $199,999",70,** ,60,** ,** 
13402,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13403,total,"2,580","1,380",950,180,790
13403,"< $25,000",840,710,80,40,220
13403,"$25,000 - $49,999",570,370,110,80,160
13403,"$50,000 - $74,999",360,190,120,30,140
13403,"$75,000 -  $99,999",290,70,190,30,110
13403,"$100,000 - $199,999",430,40,380,** ,130
13403,"$200,000+",90,** ,70,** ,30
,,,,,,
13406,total,250,110,110,30,80
13406,"< $25,000",90,60,30,** ,50
13406,"$25,000 - $49,999",70,50,** ,30,** 
13406,"$50,000 - $74,999",40,** ,30,** ,30
13406,"$75,000 -  $99,999",30,** ,30,0,** 
13406,"$100,000 - $199,999",20,** ,20,0,** 
13406,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13407,total,"2,410","1,230",880,270,670
13407,"< $25,000",850,630,110,100,220
13407,"$25,000 - $49,999",720,410,190,110,170
13407,"$50,000 - $74,999",390,140,210,60,130
13407,"$75,000 -  $99,999",240,50,180,** ,90
13407,"$100,000 - $199,999",210,** ,190,** ,60
13407,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13408,total,"1,110",520,430,130,300
13408,"< $25,000",380,270,60,50,90
13408,"$25,000 - $49,999",300,160,80,50,80
13408,"$50,000 - $74,999",180,60,90,30,50
13408,"$75,000 -  $99,999",110,30,80,** ,40
13408,"$100,000 - $199,999",140,** ,120,** ,40
13408,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13409,total,"1,120",540,430,140,260
13409,"< $25,000",410,300,50,50,100
13409,"$25,000 - $49,999",310,170,90,60,60
13409,"$50,000 - $74,999",170,70,90,30,40
13409,"$75,000 -  $99,999",120,** ,100,** ,30
13409,"$100,000 - $199,999",110,** ,100,** ,30
13409,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13411,total,"1,350",620,540,170,370
13411,"< $25,000",530,340,110,70,150
13411,"$25,000 - $49,999",390,180,130,70,80
13411,"$50,000 - $74,999",200,70,110,30,60
13411,"$75,000 -  $99,999",120,30,90,** ,40
13411,"$100,000 - $199,999",110,** ,100,0,40
13411,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13413,total,"7,740","3,820","3,210",590,"2,820"
13413,"< $25,000",2140,1790,200,130,650
13413,"$25,000 - $49,999",1550,1000,300,210,520
13413,"$50,000 - $74,999",1180,550,450,140,470
13413,"$75,000 -  $99,999",850,230,550,60,360
13413,"$100,000 - $199,999",1440,190,1200,50,570
13413,"$200,000+",580,60,510,** ,250
,,,,,,
13416,total,"1,000",420,430,120,230
13416,"< $25,000",300,200,50,40,60
13416,"$25,000 - $49,999",260,130,60,50,50
13416,"$50,000 - $74,999",190,70,100,30,40
13416,"$75,000 -  $99,999",110,20,90,** ,40
13416,"$100,000 - $199,999",140,** ,130,** ,40
13416,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13417,total,"1,720","1,020",480,190,490
13417,"< $25,000",590,450,60,70,170
13417,"$25,000 - $49,999",580,390,90,80,130
13417,"$50,000 - $74,999",270,120,110,40,80
13417,"$75,000 -  $99,999",130,60,90,** ,60
13417,"$100,000 - $199,999",130,** ,110,** ,50
13417,"$200,000+",20,** ,20,0,** 
,,,,,,
13420,total,850,470,330,50,300
13420,"< $25,000",320,260,40,20,70
13420,"$25,000 - $49,999",180,110,60,30,50
13420,"$50,000 - $74,999",110,40,60,** ,50
13420,"$75,000 -  $99,999",90,30,60,** ,50
13420,"$100,000 - $199,999",110,30,80,** ,60
13420,"$200,000+",40,** ,30,** ,20
,,,,,,
13421,total,"6,190","3,170","2,100",820,"1,620"
13421,"< $25,000",2340,1700,250,360,520
13421,"$25,000 - $49,999",1670,950,390,300,400
13421,"$50,000 - $74,999",870,360,380,100,280
13421,"$75,000 -  $99,999",550,100,400,60,200
13421,"$100,000 - $199,999",640,60,570,** ,180
13421,"$200,000+",120,** ,110,** ,40
,,,,,,
13424,total,"1,120",560,420,120,320
13424,"< $25,000",360,280,40,40,80
13424,"$25,000 - $49,999",270,160,50,50,70
13424,"$50,000 - $74,999",190,80,80,30,70
13424,"$75,000 -  $99,999",120,40,90,** ,40
13424,"$100,000 - $199,999",160,** ,160,** ,60
13424,"$200,000+",20,** ,** ,0,** 
,,,,,,
13425,total,890,430,370,100,230
13425,"< $25,000",330,230,60,40,90
13425,"$25,000 - $49,999",250,140,70,60,50
13425,"$50,000 - $74,999",150,60,90,** ,70
13425,"$75,000 -  $99,999",70,** ,60,** ,** 
13425,"$100,000 - $199,999",90,** ,90,** ,20
13425,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13428,total,620,290,230,90,180
13428,"< $25,000",230,140,40,50,70
13428,"$25,000 - $49,999",180,100,50,40,40
13428,"$50,000 - $74,999",90,50,40,** ,30
13428,"$75,000 -  $99,999",50,** ,40,** ,20
13428,"$100,000 - $199,999",70,** ,60,** ,20
13428,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13431,total,900,380,410,90,260
13431,"< $25,000",260,180,50,30,60
13431,"$25,000 - $49,999",230,110,70,40,60
13431,"$50,000 - $74,999",150,50,80,20,50
13431,"$75,000 -  $99,999",100,40,70,** ,40
13431,"$100,000 - $199,999",160,** ,140,** ,50
13431,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13433,total,720,330,270,90,170
13433,"< $25,000",310,190,70,40,80
13433,"$25,000 - $49,999",200,90,70,50,40
13433,"$50,000 - $74,999",110,50,60,** ,30
13433,"$75,000 -  $99,999",60,** ,40,** ,20
13433,"$100,000 - $199,999",40,** ,30,0,** 
13433,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13437,total,190,90,80,0,60
13437,"< $25,000",70,50,** ,0,40
13437,"$25,000 - $49,999",50,40,50,0,** 
13437,"$50,000 - $74,999",40,** ,** ,0,20
13437,"$75,000 -  $99,999",30,** ,30,0,** 
13437,"$100,000 - $199,999",** ,** ,** ,0,** 
13437,"$200,000+",** ,** ,** ,0,** 
,,,,,,
13438,total,"1,670",780,720,170,540
13438,"< $25,000",500,360,70,70,150
13438,"$25,000 - $49,999",420,220,140,60,120
13438,"$50,000 - $74,999",310,130,150,40,110
13438,"$75,000 -  $99,999",190,30,150,** ,70
13438,"$100,000 - $199,999",220,40,190,** ,90
13438,"$200,000+",30,** ,20,** ,** 
,,,,,,
13439,total,"1,680",800,720,160,560
13439,"< $25,000",590,410,110,70,190
13439,"$25,000 - $49,999",500,270,170,60,140
13439,"$50,000 - $74,999",250,80,150,30,90
13439,"$75,000 -  $99,999",160,40,120,** ,70
13439,"$100,000 - $199,999",150,** ,140,** ,70
13439,"$200,000+",30,** ,30,** ,** 
,,,,,,
13440,total,"18,170","9,180","6,090","2,560","5,210"
13440,"< $25,000",6540,4560,680,1200,1490
13440,"$25,000 - $49,999",5050,2890,1130,920,1320
13440,"$50,000 - $74,999",2690,1120,1200,290,910
13440,"$75,000 -  $99,999",1690,380,1190,90,660
13440,"$100,000 - $199,999",1960,210,1680,60,720
13440,"$200,000+",240,20,210,** ,110
,,,,,,
13450,total,120,50,50,0,40
13450,"< $25,000",40,20,** ,0,** 
13450,"$25,000 - $49,999",30,30,30,0,** 
13450,"$50,000 - $74,999",30,** ,** ,0,40
13450,"$75,000 -  $99,999",20,** ,20,0,** 
13450,"$100,000 - $199,999",** ,** ,** ,0,** 
13450,"$200,000+",** ,** ,** ,0,** 
,,,,,,
13452,total,"1,890",820,750,300,510
13452,"< $25,000",730,440,140,140,180
13452,"$25,000 - $49,999",560,270,170,110,140
13452,"$50,000 - $74,999",280,80,150,50,90
13452,"$75,000 -  $99,999",160,30,140,** ,50
13452,"$100,000 - $199,999",160,** ,150,** ,50
13452,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13454,total,330,150,140,40,100
13454,"< $25,000",100,70,20,** ,30
13454,"$25,000 - $49,999",90,40,30,40,20
13454,"$50,000 - $74,999",70,40,40,** ,30
13454,"$75,000 -  $99,999",50,** ,50,** ,20
13454,"$100,000 - $199,999",20,** ,** ,** ,** 
13454,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13456,total,"2,030",910,850,210,580
13456,"< $25,000",640,490,70,70,170
13456,"$25,000 - $49,999",460,260,100,80,110
13456,"$50,000 - $74,999",300,100,150,30,90
13456,"$75,000 -  $99,999",220,30,170,30,80
13456,"$100,000 - $199,999",350,30,310,** ,100
13456,"$200,000+",60,** ,50,** ,30
,,,,,,
13459,total,950,440,370,100,240
13459,"< $25,000",320,210,50,40,70
13459,"$25,000 - $49,999",280,140,80,40,70
13459,"$50,000 - $74,999",160,60,80,20,40
13459,"$75,000 -  $99,999",100,30,80,** ,30
13459,"$100,000 - $199,999",90,** ,80,** ,30
13459,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13460,total,"2,120","1,060",800,250,590
13460,"< $25,000",820,580,120,110,180
13460,"$25,000 - $49,999",600,330,180,80,150
13460,"$50,000 - $74,999",320,110,170,60,120
13460,"$75,000 -  $99,999",190,40,150,** ,70
13460,"$100,000 - $199,999",160,** ,150,0,70
13460,"$200,000+",30,** ,30,** ,** 
,,,,,,
13461,total,"1,620",810,660,120,540
13461,"< $25,000",500,400,60,30,150
13461,"$25,000 - $49,999",360,220,80,50,100
13461,"$50,000 - $74,999",270,120,110,40,100
13461,"$75,000 -  $99,999",190,40,140,** ,70
13461,"$100,000 - $199,999",270,30,240,** ,120
13461,"$200,000+",30,** ,30,** ,** 
,,,,,,
13464,total,520,240,190,70,130
13464,"< $25,000",210,130,40,30,60
13464,"$25,000 - $49,999",170,80,60,40,40
13464,"$50,000 - $74,999",80,30,40,** ,30
13464,"$75,000 -  $99,999",30,** ,30,** ,** 
13464,"$100,000 - $199,999",30,** ,20,0,** 
13464,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13468,total,240,110,100,20,110
13468,"< $25,000",80,60,30,20,50
13468,"$25,000 - $49,999",50,20,** ,** ,** 
13468,"$50,000 - $74,999",50,30,50,** ,40
13468,"$75,000 -  $99,999",30,** ,** ,0,** 
13468,"$100,000 - $199,999",30,** ,20,0,20
13468,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13469,total,400,190,160,30,90
13469,"< $25,000",120,100,** ,** ,20
13469,"$25,000 - $49,999",90,50,30,30,40
13469,"$50,000 - $74,999",70,40,30,** ,** 
13469,"$75,000 -  $99,999",50,** ,40,0,30
13469,"$100,000 - $199,999",70,** ,60,** ,** 
13469,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13470,total,310,150,130,40,110
13470,"< $25,000",110,70,30,** ,40
13470,"$25,000 - $49,999",100,50,30,40,30
13470,"$50,000 - $74,999",60,30,40,** ,40
13470,"$75,000 -  $99,999",40,** ,30,0,** 
13470,"$100,000 - $199,999",** ,** ,** ,** ,** 
13470,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13471,total,"1,370",610,550,190,310
13471,"< $25,000",540,360,90,90,130
13471,"$25,000 - $49,999",390,170,140,70,80
13471,"$50,000 - $74,999",220,60,120,30,50
13471,"$75,000 -  $99,999",110,20,100,** ,50
13471,"$100,000 - $199,999",110,** ,100,** ,** 
13471,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13473,total,330,150,130,20,90
13473,"< $25,000",100,70,20,20,30
13473,"$25,000 - $49,999",90,50,20,** ,40
13473,"$50,000 - $74,999",60,30,30,** ,** 
13473,"$75,000 -  $99,999",40,** ,30,** ,20
13473,"$100,000 - $199,999",40,** ,30,0,** 
13473,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
13476,total,"1,630",810,600,180,460
13476,"< $25,000",580,420,80,70,160
13476,"$25,000 - $49,999",400,230,90,60,90
13476,"$50,000 - $74,999",280,110,130,50,80
13476,"$75,000 -  $99,999",150,50,110,** ,50
13476,"$100,000 - $199,999",190,** ,190,** ,80
13476,"$200,000+",30,** ,** ,** ,** 
,,,,,,
13477,total,610,300,230,70,160
13477,"< $25,000",210,150,30,30,50
13477,"$25,000 - $49,999",180,90,60,40,40
