,"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
9689,14030.0,"< $25,000",210,150,40,20,50
9690,14030.0,"$25,000 - $49,999",210,100,80,40,70
9691,14030.0,"$50,000 - $74,999",110,60,60,** ,20
9692,14030.0,"$75,000 -  $99,999",80,** ,70,** ,30
9693,14030.0,"$100,000 - $199,999",90,** ,70,** ,** 
9694,14030.0,"$200,000+",** ,** ,** ,** ,** 
9695,,,,,,,
9696,14031.0,total,"5,090","2,410","2,330",250,"1,790"
9697,14031.0,"< $25,000",1540,1290,160,70,420
9698,14031.0,"$25,000 - $49,999",940,590,230,90,340
9699,14031.0,"$50,000 - $74,999",640,270,310,40,260
9700,14031.0,"$75,000 -  $99,999",490,120,330,20,230
9701,14031.0,"$100,000 - $199,999",910,90,790,30,350
9702,14031.0,"$200,000+",570,50,510,** ,190
9703,,,,,,,
9704,14032.0,total,"4,450","1,940","2,220",220,"1,160"
9705,14032.0,"< $25,000",1280,1130,100,40,220
9706,14032.0,"$25,000 - $49,999",570,390,110,50,170
9707,14032.0,"$50,000 - $74,999",460,180,220,40,190
9708,14032.0,"$75,000 -  $99,999",470,110,310,40,160
9709,14032.0,"$100,000 - $199,999",1040,90,900,50,290
9710,14032.0,"$200,000+",630,40,580,** ,130
9711,,,,,,,
9712,14033.0,total,"1,190",560,550,70,390
9713,14033.0,"< $25,000",290,240,30,** ,80
9714,14033.0,"$25,000 - $49,999",250,170,50,40,70
9715,14033.0,"$50,000 - $74,999",200,80,100,30,80
9716,14033.0,"$75,000 -  $99,999",140,40,90,** ,50
9717,14033.0,"$100,000 - $199,999",260,30,230,** ,110
9718,14033.0,"$200,000+",50,** ,50,** ,** 
9719,,,,,,,
9720,14034.0,total,860,430,360,60,260
9721,14034.0,"< $25,000",270,200,40,20,70
9722,14034.0,"$25,000 - $49,999",240,140,70,40,70
9723,14034.0,"$50,000 - $74,999",150,60,80,** ,50
9724,14034.0,"$75,000 -  $99,999",100,30,80,** ,40
9725,14034.0,"$100,000 - $199,999",100,** ,90,** ,30
9726,14034.0,"$200,000+",** ,** ,** ,** ,** 
9727,,,,,,,
9728,14036.0,total,"2,360","1,120","1,040",170,690
9729,14036.0,"< $25,000",730,570,100,60,220
9730,14036.0,"$25,000 - $49,999",590,340,170,70,160
9731,14036.0,"$50,000 - $74,999",390,140,210,40,130
9732,14036.0,"$75,000 -  $99,999",290,50,230,** ,90
9733,14036.0,"$100,000 - $199,999",320,20,290,** ,90
9734,14036.0,"$200,000+",40,** ,40,** ,** 
9735,,,,,,,
9736,14037.0,total,600,280,270,30,190
9737,14037.0,"< $25,000",190,140,30,** ,50
9738,14037.0,"$25,000 - $49,999",130,80,30,30,40
9739,14037.0,"$50,000 - $74,999",100,60,50,** ,40
9740,14037.0,"$75,000 -  $99,999",60,** ,50,** ,30
9741,14037.0,"$100,000 - $199,999",120,** ,110,** ,30
9742,14037.0,"$200,000+",** ,** ,** ,** ,** 
9743,,,,,,,
9744,14040.0,total,"1,080",460,490,80,290
9745,14040.0,"< $25,000",340,240,60,30,90
9746,14040.0,"$25,000 - $49,999",240,130,70,50,60
9747,14040.0,"$50,000 - $74,999",190,60,110,** ,60
9748,14040.0,"$75,000 -  $99,999",130,30,100,** ,40
9749,14040.0,"$100,000 - $199,999",160,** ,150,** ,40
9750,14040.0,"$200,000+",20,** ,** ,0,** 
9751,,,,,,,
9752,14042.0,total,"1,710",790,690,210,400
9753,14042.0,"< $25,000",650,440,120,90,130
9754,14042.0,"$25,000 - $49,999",490,250,140,90,90
9755,14042.0,"$50,000 - $74,999",290,80,190,30,90
9756,14042.0,"$75,000 -  $99,999",150,20,130,** ,50
9757,14042.0,"$100,000 - $199,999",130,** ,110,** ,40
9758,14042.0,"$200,000+",** ,** ,** ,** ,** 
9759,,,,,,,
9760,14043.0,total,"13,060","7,220","4,410","1,190","3,880"
9761,14043.0,"< $25,000",4160,3220,500,390,1240
9762,14043.0,"$25,000 - $49,999",3730,2410,730,490,960
9763,14043.0,"$50,000 - $74,999",2240,1070,900,210,740
9764,14043.0,"$75,000 -  $99,999",1410,320,1000,70,470
9765,14043.0,"$100,000 - $199,999",1400,200,1180,30,430
9766,14043.0,"$200,000+",120,** ,100,** ,40
9767,,,,,,,
9768,14047.0,total,"3,180","1,590","1,280",270,990
9769,14047.0,"< $25,000",970,760,120,80,240
9770,14047.0,"$25,000 - $49,999",800,490,180,110,210
9771,14047.0,"$50,000 - $74,999",510,220,230,50,190
9772,14047.0,"$75,000 -  $99,999",360,80,260,30,140
9773,14047.0,"$100,000 - $199,999",460,40,420,** ,170
9774,14047.0,"$200,000+",80,** ,70,** ,40
9775,,,,,,,
9776,14048.0,total,"6,330","3,240","1,840","1,110","1,770"
9777,14048.0,"< $25,000",2820,1830,310,640,600
9778,14048.0,"$25,000 - $49,999",1790,930,430,370,460
9779,14048.0,"$50,000 - $74,999",760,320,350,70,310
9780,14048.0,"$75,000 -  $99,999",480,110,340,30,190
9781,14048.0,"$100,000 - $199,999",430,50,370,** ,180
9782,14048.0,"$200,000+",50,** ,40,0,30
9783,,,,,,,
9784,14051.0,total,"10,470","4,670","5,090",520,"3,350"
9785,14051.0,"< $25,000",2790,2460,220,90,580
9786,14051.0,"$25,000 - $49,999",1440,950,300,140,420
9787,14051.0,"$50,000 - $74,999",1080,550,390,100,450
9788,14051.0,"$75,000 -  $99,999",1090,330,630,90,480
9789,14051.0,"$100,000 - $199,999",2690,290,2280,80,940
9790,14051.0,"$200,000+",1380,90,1270,20,480
9791,,,,,,,
9792,14052.0,total,"9,100","4,380","4,000",560,"2,990"
9793,14052.0,"< $25,000",2630,2260,220,120,660
9794,14052.0,"$25,000 - $49,999",1680,1080,370,180,540
9795,14052.0,"$50,000 - $74,999",1230,560,500,120,480
9796,14052.0,"$75,000 -  $99,999",970,250,630,80,400
9797,14052.0,"$100,000 - $199,999",1950,180,1700,60,680
9798,14052.0,"$200,000+",640,50,580,** ,230
9799,,,,,,,
9800,14054.0,total,640,280,310,40,190
9801,14054.0,"< $25,000",190,140,40,** ,70
9802,14054.0,"$25,000 - $49,999",180,100,50,40,50
9803,14054.0,"$50,000 - $74,999",110,40,70,** ,30
9804,14054.0,"$75,000 -  $99,999",70,** ,60,0,20
9805,14054.0,"$100,000 - $199,999",90,** ,90,** ,20
9806,14054.0,"$200,000+",** ,** ,** ,** ,** 
9807,,,,,,,
9808,14055.0,total,710,330,330,50,220
9809,14055.0,"< $25,000",220,160,40,** ,80
9810,14055.0,"$25,000 - $49,999",160,90,50,50,40
9811,14055.0,"$50,000 - $74,999",130,50,80,** ,40
9812,14055.0,"$75,000 -  $99,999",90,30,60,** ,30
9813,14055.0,"$100,000 - $199,999",110,** ,100,** ,30
9814,14055.0,"$200,000+",** ,** ,** ,** ,** 
9815,,,,,,,
9816,14057.0,total,"4,080","1,940","1,790",300,"1,200"
9817,14057.0,"< $25,000",1210,980,130,90,290
9818,14057.0,"$25,000 - $49,999",870,530,230,100,270
9819,14057.0,"$50,000 - $74,999",610,270,270,50,200
9820,14057.0,"$75,000 -  $99,999",490,90,360,30,170
9821,14057.0,"$100,000 - $199,999",780,70,690,30,240
9822,14057.0,"$200,000+",120,** ,110,** ,30
9823,,,,,,,
9824,14058.0,total,"1,000",410,480,100,310
9825,14058.0,"< $25,000",290,220,40,30,70
9826,14058.0,"$25,000 - $49,999",260,110,90,50,80
9827,14058.0,"$50,000 - $74,999",180,50,110,20,60
9828,14058.0,"$75,000 -  $99,999",130,30,110,** ,50
9829,14058.0,"$100,000 - $199,999",140,** ,130,** ,50
9830,14058.0,"$200,000+",** ,** ,** ,** ,** 
9831,,,,,,,
9832,14059.0,total,"5,040","2,370","2,310",250,"1,810"
9833,14059.0,"< $25,000",1390,1150,150,70,390
9834,14059.0,"$25,000 - $49,999",970,620,240,80,330
9835,14059.0,"$50,000 - $74,999",710,320,320,50,300
9836,14059.0,"$75,000 -  $99,999",630,160,420,30,270
9837,14059.0,"$100,000 - $199,999",1040,90,910,20,400
9838,14059.0,"$200,000+",300,30,270,** ,120
9839,,,,,,,
9840,14060.0,total,200,90,90,0,60
9841,14060.0,"< $25,000",70,50,** ,0,40
9842,14060.0,"$25,000 - $49,999",60,40,40,0,** 
9843,14060.0,"$50,000 - $74,999",40,** ,20,0,20
9844,14060.0,"$75,000 -  $99,999",30,** ,30,0,** 
9845,14060.0,"$100,000 - $199,999",** ,** ,** ,0,** 
9846,14060.0,"$200,000+",** ,** ,** ,0,** 
9847,,,,,,,
9848,14062.0,total,"1,550",700,670,150,490
9849,14062.0,"< $25,000",560,380,110,60,170
9850,14062.0,"$25,000 - $49,999",410,200,140,60,130
9851,14062.0,"$50,000 - $74,999",260,80,160,30,90
9852,14062.0,"$75,000 -  $99,999",160,40,120,** ,50
9853,14062.0,"$100,000 - $199,999",160,** ,140,** ,50
9854,14062.0,"$200,000+",** ,** ,** ,** ,** 
9855,,,,,,,
9856,14063.0,total,"5,000","2,470","1,970",490,"1,680"
9857,14063.0,"< $25,000",1730,1320,190,200,430
9858,14063.0,"$25,000 - $49,999",1100,620,280,180,330
9859,14063.0,"$50,000 - $74,999",750,320,350,70,310
9860,14063.0,"$75,000 -  $99,999",540,110,380,40,240
9861,14063.0,"$100,000 - $199,999",740,100,640,** ,300
9862,14063.0,"$200,000+",140,** ,130,** ,70
9863,,,,,,,
9864,14065.0,total,800,370,340,90,180
9865,14065.0,"< $25,000",290,200,50,40,60
9866,14065.0,"$25,000 - $49,999",230,110,80,50,50
9867,14065.0,"$50,000 - $74,999",150,60,100,** ,30
9868,14065.0,"$75,000 -  $99,999",80,** ,60,** ,40
9869,14065.0,"$100,000 - $199,999",50,** ,50,0,** 
9870,14065.0,"$200,000+",** ,** ,** ,** ,** 
9871,,,,,,,
9872,14066.0,total,470,230,200,40,130
9873,14066.0,"< $25,000",160,120,30,** ,50
9874,14066.0,"$25,000 - $49,999",130,70,30,40,20
9875,14066.0,"$50,000 - $74,999",90,40,60,** ,30
9876,14066.0,"$75,000 -  $99,999",40,** ,40,** ,30
9877,14066.0,"$100,000 - $199,999",50,** ,40,0,** 
9878,14066.0,"$200,000+",** ,** ,** ,** ,** 
9879,,,,,,,
9880,14067.0,total,"2,470","1,160","1,030",240,720
9881,14067.0,"< $25,000",830,590,130,100,230
9882,14067.0,"$25,000 - $49,999",650,360,180,90,180
9883,14067.0,"$50,000 - $74,999",380,130,220,50,110
9884,14067.0,"$75,000 -  $99,999",280,50,220,** ,100
9885,14067.0,"$100,000 - $199,999",300,30,260,** ,100
9886,14067.0,"$200,000+",30,** ,20,0,** 
9887,,,,,,,
9888,14068.0,total,"3,570","1,690","1,620",200,"1,270"
9889,14068.0,"< $25,000",1020,860,100,60,250
9890,14068.0,"$25,000 - $49,999",570,370,130,50,200
9891,14068.0,"$50,000 - $74,999",440,220,160,40,200
9892,14068.0,"$75,000 -  $99,999",360,100,230,20,160
9893,14068.0,"$100,000 - $199,999",870,110,720,30,330
9894,14068.0,"$200,000+",310,30,280,** ,130
9895,,,,,,,
9896,14069.0,total,450,210,180,40,140
9897,14069.0,"< $25,000",140,110,** ,** ,30
9898,14069.0,"$25,000 - $49,999",100,50,50,40,40
9899,14069.0,"$50,000 - $74,999",70,30,20,** ,40
9900,14069.0,"$75,000 -  $99,999",50,20,30,** ,** 
9901,14069.0,"$100,000 - $199,999",90,** ,80,0,30
9902,14069.0,"$200,000+",** ,** ,** ,** ,** 
9903,,,,,,,
9904,14070.0,total,"2,290","1,170",760,320,660
9905,14070.0,"< $25,000",860,620,80,140,210
9906,14070.0,"$25,000 - $49,999",630,350,140,130,170
9907,14070.0,"$50,000 - $74,999",380,150,180,50,120
9908,14070.0,"$75,000 -  $99,999",200,30,160,** ,80
9909,14070.0,"$100,000 - $199,999",200,20,180,** ,80
9910,14070.0,"$200,000+",20,** ,20,0,** 
9911,,,,,,,
9912,14072.0,total,"11,010","5,210","4,780",780,"3,310"
9913,14072.0,"< $25,000",3140,2620,280,200,680
9914,14072.0,"$25,000 - $49,999",2080,1310,460,250,550
9915,14072.0,"$50,000 - $74,999",1530,670,630,160,540
9916,14072.0,"$75,000 -  $99,999",1320,330,870,90,530
9917,14072.0,"$100,000 - $199,999",2300,230,1980,80,770
9918,14072.0,"$200,000+",640,50,560,** ,240
9919,,,,,,,
9920,14075.0,total,"22,870","11,800","8,820","1,790","7,170"
9921,14075.0,"< $25,000",6920,5630,670,540,1890
9922,14075.0,"$25,000 - $49,999",5090,3340,1000,600,1510
9923,14075.0,"$50,000 - $74,999",3420,1670,1270,360,1250
9924,14075.0,"$75,000 -  $99,999",2600,680,1680,160,1010
9925,14075.0,"$100,000 - $199,999",4050,410,3500,130,1250
9926,14075.0,"$200,000+",790,70,700,** ,260
9927,,,,,,,
9928,14080.0,total,"2,130",990,950,150,630
9929,14080.0,"< $25,000",600,470,80,50,150
9930,14080.0,"$25,000 - $49,999",500,300,130,50,150
9931,14080.0,"$50,000 - $74,999",340,140,160,50,120
9932,14080.0,"$75,000 -  $99,999",280,50,210,** ,90
9933,14080.0,"$100,000 - $199,999",360,30,320,** ,100
9934,14080.0,"$200,000+",50,** ,50,0,20
9935,,,,,,,
9936,14081.0,total,"1,290",620,410,250,340
9937,14081.0,"< $25,000",490,330,60,100,110
9938,14081.0,"$25,000 - $49,999",370,190,70,100,80
9939,14081.0,"$50,000 - $74,999",210,80,100,50,60
9940,14081.0,"$75,000 -  $99,999",90,** ,70,** ,30
9941,14081.0,"$100,000 - $199,999",110,20,110,** ,60
9942,14081.0,"$200,000+",20,** ,** ,0,** 
9943,,,,,,,
9944,14082.0,total,250,120,100,0,70
9945,14082.0,"< $25,000",70,50,30,0,20
9946,14082.0,"$25,000 - $49,999",60,40,** ,0,20
9947,14082.0,"$50,000 - $74,999",50,30,20,0,30
9948,14082.0,"$75,000 -  $99,999",40,** ,30,0,** 
9949,14082.0,"$100,000 - $199,999",30,** ,20,0,** 
9950,14082.0,"$200,000+",** ,** ,** ,0,** 
9951,,,,,,,
9952,14085.0,total,"3,950","1,690","1,900",250,"1,000"
9953,14085.0,"< $25,000",1040,870,110,50,220
9954,14085.0,"$25,000 - $49,999",670,410,160,80,180
9955,14085.0,"$50,000 - $74,999",560,230,230,60,180
9956,14085.0,"$75,000 -  $99,999",560,110,390,30,180
9957,14085.0,"$100,000 - $199,999",970,70,870,30,210
9958,14085.0,"$200,000+",150,** ,140,** ,30
9959,,,,,,,
9960,14086.0,total,"18,150","8,810","7,740","1,200","4,950"
9961,14086.0,"< $25,000",5170,4390,450,280,1190
9962,14086.0,"$25,000 - $49,999",3640,2430,710,410,1000
9963,14086.0,"$50,000 - $74,999",2580,1170,1010,260,900
9964,14086.0,"$75,000 -  $99,999",2100,470,1410,140,720
9965,14086.0,"$100,000 - $199,999",3930,300,3490,110,970
9966,14086.0,"$200,000+",730,50,670,** ,170
9967,,,,,,,
9968,14091.0,total,570,250,200,90,140
9969,14091.0,"< $25,000",200,130,20,40,50
9970,14091.0,"$25,000 - $49,999",160,80,30,50,50
9971,14091.0,"$50,000 - $74,999",80,40,40,** ,** 
9972,14091.0,"$75,000 -  $99,999",70,** ,60,** ,40
9973,14091.0,"$100,000 - $199,999",60,** ,50,** ,** 
9974,14091.0,"$200,000+",** ,** ,** ,** ,** 
9975,,,,,,,
9976,14092.0,total,"5,800","2,900","2,330",470,"2,170"
9977,14092.0,"< $25,000",1730,1370,200,140,520
9978,14092.0,"$25,000 - $49,999",1180,710,270,150,430
9979,14092.0,"$50,000 - $74,999",850,420,320,90,360
9980,14092.0,"$75,000 -  $99,999",740,220,460,60,340
9981,14092.0,"$100,000 - $199,999",1020,140,840,30,400
9982,14092.0,"$200,000+",280,40,240,** ,120
9983,,,,,,,
9984,14094.0,total,"25,000","12,490","9,190","2,780","6,870"
9985,14094.0,"< $25,000",8770,6510,990,1160,2130
9986,14094.0,"$25,000 - $49,999",6370,3770,1410,990,1630
9987,14094.0,"$50,000 - $74,999",3710,1450,1720,410,1150
9988,14094.0,"$75,000 -  $99,999",2540,490,1850,140,860
9989,14094.0,"$100,000 - $199,999",3130,240,2790,80,940
9990,14094.0,"$200,000+",480,30,430,** ,160
9991,,,,,,,
9992,14098.0,total,"1,390",600,620,170,400
9993,14098.0,"< $25,000",510,360,80,70,130
9994,14098.0,"$25,000 - $49,999",380,160,140,70,90
9995,14098.0,"$50,000 - $74,999",220,60,140,30,70
9996,14098.0,"$75,000 -  $99,999",140,20,130,** ,50
9997,14098.0,"$100,000 - $199,999",140,** ,130,** ,60
9998,14098.0,"$200,000+",** ,** ,** ,** ,** 
9999,,,,,,,
10000,14101.0,total,830,390,340,100,260
10001,14101.0,"< $25,000",340,230,60,50,80
10002,14101.0,"$25,000 - $49,999",200,100,70,50,60
10003,14101.0,"$50,000 - $74,999",140,40,80,** ,60
10004,14101.0,"$75,000 -  $99,999",80,20,70,** ,30
10005,14101.0,"$100,000 - $199,999",70,** ,60,** ,30
10006,14101.0,"$200,000+",** ,** ,** ,** ,** 
10007,,,,,,,
10008,14102.0,total,650,290,320,30,200
10009,14102.0,"< $25,000",190,160,20,** ,40
10010,14102.0,"$25,000 - $49,999",130,80,40,30,50
10011,14102.0,"$50,000 - $74,999",100,50,50,** ,30
10012,14102.0,"$75,000 -  $99,999",90,** ,80,** ,40
10013,14102.0,"$100,000 - $199,999",140,** ,130,** ,40
10014,14102.0,"$200,000+",** ,** ,** ,** ,** 
10015,,,,,,,
10016,14103.0,total,"4,890","2,420","1,710",680,"1,300"
10017,14103.0,"< $25,000",1900,1310,260,300,470
10018,14103.0,"$25,000 - $49,999",1370,730,340,260,310
10019,14103.0,"$50,000 - $74,999",750,260,380,90,220
10020,14103.0,"$75,000 -  $99,999",430,70,340,30,150
10021,14103.0,"$100,000 - $199,999",400,50,350,** ,130
10022,14103.0,"$200,000+",40,** ,40,0,20
10023,,,,,,,
10024,14105.0,total,"2,180","1,040",880,220,570
10025,14105.0,"< $25,000",790,580,110,90,190
10026,14105.0,"$25,000 - $49,999",540,280,160,80,140
10027,14105.0,"$50,000 - $74,999",350,110,190,50,90
10028,14105.0,"$75,000 -  $99,999",250,70,190,** ,80
10029,14105.0,"$100,000 - $199,999",220,** ,200,** ,70
10030,14105.0,"$200,000+",30,** ,30,0,** 
10031,,,,,,,
10032,14108.0,total,"2,830","1,330","1,150",300,830
10033,14108.0,"< $25,000",950,720,120,90,270
10034,14108.0,"$25,000 - $49,999",740,390,210,110,220
10035,14108.0,"$50,000 - $74,999",450,140,240,70,140
10036,14108.0,"$75,000 -  $99,999",320,60,240,30,100
10037,14108.0,"$100,000 - $199,999",330,20,310,** ,100
10038,14108.0,"$200,000+",40,** ,30,** ,** 
10039,,,,,,,
10040,14111.0,total,"1,570",780,620,130,430
10041,14111.0,"< $25,000",520,390,60,50,140
10042,14111.0,"$25,000 - $49,999",400,240,90,50,100
10043,14111.0,"$50,000 - $74,999",250,100,130,30,70
10044,14111.0,"$75,000 -  $99,999",190,50,150,** ,60
10045,14111.0,"$100,000 - $199,999",190,** ,170,** ,60
10046,14111.0,"$200,000+",20,** ,20,0,** 
10047,,,,,,,
10048,14113.0,total,380,180,170,20,100
10049,14113.0,"< $25,000",110,90,** ,20,30
10050,14113.0,"$25,000 - $49,999",90,50,40,** ,20
10051,14113.0,"$50,000 - $74,999",80,40,50,** ,20
10052,14113.0,"$75,000 -  $99,999",40,** ,30,0,30
10053,14113.0,"$100,000 - $199,999",60,** ,50,** ,** 
10054,14113.0,"$200,000+",** ,** ,** ,** ,** 
10055,,,,,,,
10056,14120.0,total,"22,840","11,650","8,680","2,050","6,600"
10057,14120.0,"< $25,000",7430,5770,810,750,1940
10058,14120.0,"$25,000 - $49,999",5780,3650,1230,740,1510
10059,14120.0,"$50,000 - $74,999",3410,1460,1520,310,1150
10060,14120.0,"$75,000 -  $99,999",2420,460,1740,170,850
10061,14120.0,"$100,000 - $199,999",3280,280,2900,80,1010
10062,14120.0,"$200,000+",520,30,480,** ,140
10063,,,,,,,
10064,14125.0,total,"1,690",740,730,190,450
10065,14125.0,"< $25,000",530,390,70,70,120
10066,14125.0,"$25,000 - $49,999",470,240,130,70,100
10067,14125.0,"$50,000 - $74,999",310,80,190,50,100
10068,14125.0,"$75,000 -  $99,999",170,30,140,** ,60
10069,14125.0,"$100,000 - $199,999",190,** ,200,** ,70
10070,14125.0,"$200,000+",20,** ,** ,** ,** 
10071,,,,,,,
10072,14127.0,total,"15,990","7,750","7,050",920,"5,310"
10073,14127.0,"< $25,000",4400,3770,400,200,1130
10074,14127.0,"$25,000 - $49,999",2860,1930,600,270,920
10075,14127.0,"$50,000 - $74,999",2080,1070,750,190,840
10076,14127.0,"$75,000 -  $99,999",1660,510,970,120,730
10077,14127.0,"$100,000 - $199,999",3380,380,2850,110,1190
10078,14127.0,"$200,000+",1610,90,1480,30,500
10079,,,,,,,
10080,14129.0,total,630,310,250,70,180
10081,14129.0,"< $25,000",210,150,30,30,40
10082,14129.0,"$25,000 - $49,999",180,100,50,40,50
10083,14129.0,"$50,000 - $74,999",110,60,50,** ,30
10084,14129.0,"$75,000 -  $99,999",60,** ,50,** ,30
10085,14129.0,"$100,000 - $199,999",70,** ,70,** ,30
10086,14129.0,"$200,000+",** ,** ,** ,** ,** 
10087,,,,,,,
10088,14131.0,total,"2,640","1,220","1,170",240,770
10089,14131.0,"< $25,000",900,640,160,90,260
10090,14131.0,"$25,000 - $49,999",630,350,180,90,170
10091,14131.0,"$50,000 - $74,999",420,160,220,60,140
10092,14131.0,"$75,000 -  $99,999",290,50,230,** ,100
10093,14131.0,"$100,000 - $199,999",350,20,330,** ,100
10094,14131.0,"$200,000+",50,** ,50,** ,** 
10095,,,,,,,
10096,14132.0,total,"2,940","1,420","1,230",240,870
10097,14132.0,"< $25,000",970,740,130,90,250
10098,14132.0,"$25,000 - $49,999",700,410,180,90,190
10099,14132.0,"$50,000 - $74,999",460,170,240,40,170
10100,14132.0,"$75,000 -  $99,999",320,60,250,20,110
10101,14132.0,"$100,000 - $199,999",440,40,390,** ,150
10102,14132.0,"$200,000+",50,** ,40,** ,** 
10103,,,,,,,
10104,14134.0,total,150,70,70,0,60
10105,14134.0,"< $25,000",60,40,** ,0,30
10106,14134.0,"$25,000 - $49,999",40,30,40,0,** 
10107,14134.0,"$50,000 - $74,999",20,** ,** ,0,30
10108,14134.0,"$75,000 -  $99,999",30,** ,30,0,** 
10109,14134.0,"$100,000 - $199,999",** ,** ,** ,0,** 
10110,14134.0,"$200,000+",** ,** ,** ,0,** 
10111,,,,,,,
10112,14136.0,total,"2,310","1,120",860,320,640
10113,14136.0,"< $25,000",870,620,100,150,200
10114,14136.0,"$25,000 - $49,999",590,320,160,100,160
10115,14136.0,"$50,000 - $74,999",340,120,180,40,100
10116,14136.0,"$75,000 -  $99,999",250,40,180,30,80
10117,14136.0,"$100,000 - $199,999",230,20,210,** ,100
10118,14136.0,"$200,000+",30,** ,30,0,** 
10119,,,,,,,
10120,14138.0,total,810,360,340,100,220
10121,14138.0,"< $25,000",280,180,50,40,70
10122,14138.0,"$25,000 - $49,999",240,120,70,60,60
10123,14138.0,"$50,000 - $74,999",150,60,90,** ,40
10124,14138.0,"$75,000 -  $99,999",70,** ,60,** ,20
10125,14138.0,"$100,000 - $199,999",70,** ,70,** ,30
10126,14138.0,"$200,000+",** ,** ,** ,** ,** 
10127,,,,,,,
10128,14139.0,total,"1,200",550,520,90,360
10129,14139.0,"< $25,000",350,280,30,30,90
10130,14139.0,"$25,000 - $49,999",250,140,70,30,70
10131,14139.0,"$50,000 - $74,999",210,90,100,30,70
10132,14139.0,"$75,000 -  $99,999",140,20,110,** ,60
10133,14139.0,"$100,000 - $199,999",200,20,170,** ,70
10134,14139.0,"$200,000+",50,** ,40,** ,** 
10135,,,,,,,
10136,14141.0,total,"3,630","1,740","1,510",320,"1,030"
10137,14141.0,"< $25,000",1150,890,140,110,300
10138,14141.0,"$25,000 - $49,999",970,540,270,120,270
10139,14141.0,"$50,000 - $74,999",560,190,300,60,150
10140,14141.0,"$75,000 -  $99,999",400,80,300,30,140
10141,14141.0,"$100,000 - $199,999",480,40,440,** ,150
10142,14141.0,"$200,000+",70,** ,60,0,20
10143,,,,,,,
10144,14143.0,total,640,300,280,50,210
10145,14143.0,"< $25,000",190,140,40,** ,70
10146,14143.0,"$25,000 - $49,999",170,110,30,50,40
10147,14143.0,"$50,000 - $74,999",110,30,70,** ,40
10148,14143.0,"$75,000 -  $99,999",90,20,70,** ,30
10149,14143.0,"$100,000 - $199,999",80,** ,70,** ,30
10150,14143.0,"$200,000+",** ,** ,** ,** ,** 
10151,,,,,,,
10152,14145.0,total,790,390,340,40,220
10153,14145.0,"< $25,000",230,180,40,** ,70
10154,14145.0,"$25,000 - $49,999",220,140,50,40,60
10155,14145.0,"$50,000 - $74,999",120,40,70,** ,30
10156,14145.0,"$75,000 -  $99,999",100,30,80,** ,30
10157,14145.0,"$100,000 - $199,999",120,** ,100,** ,30
10158,14145.0,"$200,000+",** ,** ,** ,** ,** 
10159,,,,,,,
10160,14150.0,total,"21,920","12,100","7,360","2,010","6,770"
10161,14150.0,"< $25,000",7210,5600,830,690,2150
10162,14150.0,"$25,000 - $49,999",6030,3880,1160,800,1580
10163,14150.0,"$50,000 - $74,999",3760,1760,1550,330,1280
10164,14150.0,"$75,000 -  $99,999",2420,560,1680,140,850
10165,14150.0,"$100,000 - $199,999",2300,270,1980,50,820
10166,14150.0,"$200,000+",200,30,160,** ,90
10167,,,,,,,
10168,14167.0,total,780,390,330,60,240
10169,14167.0,"< $25,000",240,180,40,20,70
10170,14167.0,"$25,000 - $49,999",210,120,60,40,60
10171,14167.0,"$50,000 - $74,999",160,90,80,** ,50
10172,14167.0,"$75,000 -  $99,999",70,** ,60,0,30
10173,14167.0,"$100,000 - $199,999",100,** ,90,** ,30
10174,14167.0,"$200,000+",** ,** ,** ,** ,** 
10175,,,,,,,
10176,14170.0,total,"1,240",590,540,80,420
10177,14170.0,"< $25,000",320,270,30,** ,90
10178,14170.0,"$25,000 - $49,999",270,180,60,40,90
10179,14170.0,"$50,000 - $74,999",210,90,90,40,80
10180,14170.0,"$75,000 -  $99,999",170,30,120,** ,60
10181,14170.0,"$100,000 - $199,999",220,20,200,** ,100
10182,14170.0,"$200,000+",50,** ,40,** ,** 
10183,,,,,,,
